Date,Nav,Shares Outstanding,Total Net Assets,,,,,,,,,,
14-Jun-2006,123.43863,470626510.0,58093491774.06,,,,,,,,,,
13-Jun-2006,122.801196,472676510.0,58045240750.77,,,,,,,,,,
12-Jun-2006,124.037766,432676510.0,53668227861.74,,,,,,,,,,
09-Jun-2006,125.621262,424376510.0,53310712546.61,,,,,,,,,,
08-Jun-2006,126.183605,424376510.0,53549357961.86,,,,,,,,,,
07-Jun-2006,125.998909,424376510.0,53470977313.7,,,,,,,,,,
06-Jun-2006,126.742413,425176510.0,53887897013.31,,,,,,,,,,
05-Jun-2006,126.880249,423176510.0,53692740912.6,,,,,,,,,,
02-Jun-2006,129.164677,420676510.0,54336545420.92,,,,,,,,,,
01-Jun-2006,128.914708,409476510.0,52787544565.03,,,,,,,,,,
31-May-2006,127.350695,407476510.0,51892416830.83,,,,,,,,,,
30-May-2006,126.28,,,,,,,,,,,,
26-May-2006,128.3,,,,,,,,,,,,
25-May-2006,127.56,,,,,,,,,,,,
24-May-2006,126.11,,,,,,,,,,,,
23-May-2006,125.91,,,,,,,,,,,,
22-May-2006,126.46,,,,,,,,,,,,
19-May-2006,126.95,,,,,,,,,,,,
18-May-2006,126.43,,,,,,,,,,,,
17-May-2006,127.28,,,,,,,,,,,,
16-May-2006,129.41,,,,,,,,,,,,
15-May-2006,129.65,,,,,,,,,,,,
12-May-2006,129.31,,,,,,,,,,,,
11-May-2006,130.78,,,,,,,,,,,,
10-May-2006,132.45,,,,,,,,,,,,
09-May-2006,132.62,,,,,,,,,,,,
08-May-2006,132.57,,,,,,,,,,,,
05-May-2006,132.67,,,,,,,,,,,,
04-May-2006,131.32,,,,,,,,,,,,
03-May-2006,130.87,,,,,,,,,,,,
02-May-2006,131.38,,,,,,,,,,,,
01-May-2006,130.58,,,,,,,,,,,,
28-Apr-2006,131.13,,,,,,,,,,,,
27-Apr-2006,131.03,,,,,,,,,,,,
26-Apr-2006,130.57,,,,,,,,,,,,
25-Apr-2006,130.19,,,,,,,,,,,,
24-Apr-2006,130.83,,,,,,,,,,,,
21-Apr-2006,131.14,,,,,,,,,,,,
20-Apr-2006,131.16,,,,,,,,,,,,
19-Apr-2006,131,,,,,,,,,,,,
18-Apr-2006,130.76,,,,,,,,,,,,
17-Apr-2006,128.54,,,,,,,,,,,,
13-Apr-2006,128.91,,,,,,,,,,,,
12-Apr-2006,128.82,,,,,,,,,,,,
11-Apr-2006,128.66,,,,,,,,,,,,
10-Apr-2006,129.64,,,,,,,,,,,,
07-Apr-2006,129.53,,,,,,,,,,,,
06-Apr-2006,130.88,,,,,,,,,,,,
05-Apr-2006,131.1,,,,,,,,,,,,
04-Apr-2006,130.53,,,,,,,,,,,,
03-Apr-2006,129.7,,,,,,,,,,,,
31-Mar-2006,129.4,,,,,,,,,,,,
30-Mar-2006,129.95,,,,,,,,,,,,
29-Mar-2006,130.2,,,,,,,,,,,,
28-Mar-2006,129.21,,,,,,,,,,,,
27-Mar-2006,130.05,,,,,,,,,,,,
24-Mar-2006,130.18,,,,,,,,,,,,
23-Mar-2006,130.06,,,,,,,,,,,,
22-Mar-2006,130.39,,,,,,,,,,,,
21-Mar-2006,129.61,,,,,,,,,,,,
20-Mar-2006,130.39,,,,,,,,,,,,
17-Mar-2006,130.61,,,,,,,,,,,,
16-Mar-2006,130.94,,,,,,,,,,,,
15-Mar-2006,130.71,,,,,,,,,,,,
14-Mar-2006,130.14,,,,,,,,,,,,
13-Mar-2006,128.81,,,,,,,,,,,,
10-Mar-2006,128.52,,,,,,,,,,,,
09-Mar-2006,127.58,,,,,,,,,,,,
08-Mar-2006,128.22,,,,,,,,,,,,
07-Mar-2006,127.91,,,,,,,,,,,,
06-Mar-2006,128.14,,,,,,,,,,,,
03-Mar-2006,129.03,,,,,,,,,,,,
02-Mar-2006,129.22,,,,,,,,,,,,
01-Mar-2006,129.43,,,,,,,,,,,,
28-Feb-2006,128.34,,,,,,,,,,,,
27-Feb-2006,129.68,,,,,,,,,,,,
24-Feb-2006,129.19,,,,,,,,,,,,
23-Feb-2006,129.01,,,,,,,,,,,,
22-Feb-2006,129.47,,,,,,,,,,,,
21-Feb-2006,128.49,,,,,,,,,,,,
17-Feb-2006,128.91,,,,,,,,,,,,
16-Feb-2006,129.13,,,,,,,,,,,,
15-Feb-2006,128.18,,,,,,,,,,,,
14-Feb-2006,127.7,,,,,,,,,,,,
13-Feb-2006,126.42,,,,,,,,,,,,
10-Feb-2006,126.82,,,,,,,,,,,,
09-Feb-2006,126.5,,,,,,,,,,,,
08-Feb-2006,126.68,,,,,,,,,,,,
07-Feb-2006,125.54,,,,,,,,,,,,
06-Feb-2006,126.56,,,,,,,,,,,,
03-Feb-2006,126.46,,,,,,,,,,,,
02-Feb-2006,127.13,,,,,,,,,,,,
01-Feb-2006,128.25,,,,,,,,,,,,
31-Jan-2006,128,,,,,,,,,,,,
30-Jan-2006,128.51,,,,,,,,,,,,
27-Jan-2006,128.36,,,,,,,,,,,,
26-Jan-2006,127.36,,,,,,,,,,,,
25-Jan-2006,126.44,,,,,,,,,,,,
24-Jan-2006,126.66,,,,,,,,,,,,
23-Jan-2006,126.36,,,,,,,,,,,,
20-Jan-2006,126.12,,,,,,,,,,,,
19-Jan-2006,128.47,,,,,,,,,,,,
18-Jan-2006,127.76,,,,,,,,,,,,
17-Jan-2006,128.25,,,,,,,,,,,,
13-Jan-2006,128.71,,,,,,,,,,,,
12-Jan-2006,128.56,,,,,,,,,,,,
11-Jan-2006,129.37,,,,,,,,,,,,
10-Jan-2006,128.91,,,,,,,,,,,,
09-Jan-2006,128.95,,,,,,,,,,,,
06-Jan-2006,128.48,,,,,,,,,,,,
05-Jan-2006,127.25,,,,,,,,,,,,
04-Jan-2006,127.25,,,,,,,,,,,,
03-Jan-2006,126.76,,,,,,,,,,,,
30-Dec-2005,124.7,,,,,,,,,,,,
29-Dec-2005,125.31,,,,,,,,,,,,
28-Dec-2005,125.68,,,,,,,,,,,,
27-Dec-2005,125.5,,,,,,,,,,,,
23-Dec-2005,126.71,,,,,,,,,,,,
22-Dec-2005,126.63,,,,,,,,,,,,
21-Dec-2005,126.07,,,,,,,,,,,,
20-Dec-2005,125.75,,,,,,,,,,,,
19-Dec-2005,125.78,,,,,,,,,,,,
16-Dec-2005,126.52,,,,,,,,,,,,
15-Dec-2005,127.55,,,,,,,,,,,,
14-Dec-2005,127.72,,,,,,,,,,,,
13-Dec-2005,127.19,,,,,,,,,,,,
12-Dec-2005,126.48,,,,,,,,,,,,
09-Dec-2005,126.37,,,,,,,,,,,,
08-Dec-2005,126.02,,,,,,,,,,,,
07-Dec-2005,126.16,,,,,,,,,,,,
06-Dec-2005,126.76,,,,,,,,,,,,
05-Dec-2005,126.6,,,,,,,,,,,,
02-Dec-2005,126.89,,,,,,,,,,,,
01-Dec-2005,126.85,,,,,,,,,,,,
30-Nov-2005,125.34,,,,,,,,,,,,
29-Nov-2005,126.1,,,,,,,,,,,,
28-Nov-2005,126.07,,,,,,,,,,,,
25-Nov-2005,127.13,,,,,,,,,,,,
23-Nov-2005,126.87,,,,,,,,,,,,
22-Nov-2005,126.42,,,,,,,,,,,,
21-Nov-2005,125.78,,,,,,,,,,,,
18-Nov-2005,125.12,,,,,,,,,,,,
17-Nov-2005,124.56,,,,,,,,,,,,
16-Nov-2005,123.4,,,,,,,,,,,,
15-Nov-2005,123.16,,,,,,,,,,,,
14-Nov-2005,123.62,,,,,,,,,,,,
11-Nov-2005,123.71,,,,,,,,,,,,
10-Nov-2005,123.33,,,,,,,,,,,,
09-Nov-2005,122.28,,,,,,,,,,,,
08-Nov-2005,122.07,,,,,,,,,,,,
07-Nov-2005,122.43,,,,,,,,,,,,
04-Nov-2005,122.16,,,,,,,,,,,,
03-Nov-2005,122.14,,,,,,,,,,,,
02-Nov-2005,121.58,,,,,,,,,,,,
01-Nov-2005,120.37,,,,,,,,,,,,
31-Oct-2005,120.8,,,,,,,,,,,,
28-Oct-2005,119.94,,,,,,,,,,,,
27-Oct-2005,117.98,,,,,,,,,,,,
26-Oct-2005,119.21,,,,,,,,,,,,
25-Oct-2005,119.72,,,,,,,,,,,,
24-Oct-2005,120.01,,,,,,,,,,,,
21-Oct-2005,118.03,,,,,,,,,,,,
20-Oct-2005,117.85,,,,,,,,,,,,
19-Oct-2005,119.64,,,,,,,,,,,,
18-Oct-2005,117.87,,,,,,,,,,,,
17-Oct-2005,119.06,,,,,,,,,,,,
14-Oct-2005,118.71,,,,,,,,,,,,
13-Oct-2005,117.74,,,,,,,,,,,,
12-Oct-2005,117.82,,,,,,,,,,,,
11-Oct-2005,118.53,,,,,,,,,,,,
10-Oct-2005,118.77,,,,,,,,,,,,
07-Oct-2005,119.62,,,,,,,,,,,,
06-Oct-2005,119.18,,,,,,,,,,,,
05-Oct-2005,119.67,,,,,,,,,,,,
04-Oct-2005,121.43,,,,,,,,,,,,
03-Oct-2005,122.64,,,,,,,,,,,,
30-Sep-2005,122.85,,,,,,,,,,,,
29-Sep-2005,122.74,,,,,,,,,,,,
28-Sep-2005,121.66,,,,,,,,,,,,
27-Sep-2005,121.51,,,,,,,,,,,,
26-Sep-2005,121.51,,,,,,,,,,,,
23-Sep-2005,121.47,,,,,,,,,,,,
22-Sep-2005,121.41,,,,,,,,,,,,
21-Sep-2005,120.94,,,,,,,,,,,,
20-Sep-2005,122.05,,,,,,,,,,,,
19-Sep-2005,123.02,,,,,,,,,,,,
16-Sep-2005,123.7,,,,,,,,,,,,
15-Sep-2005,123.21,,,,,,,,,,,,
14-Sep-2005,123.15,,,,,,,,,,,,
13-Sep-2005,123.55,,,,,,,,,,,,
12-Sep-2005,124.45,,,,,,,,,,,,
09-Sep-2005,124.54,,,,,,,,,,,,
08-Sep-2005,123.56,,,,,,,,,,,,
07-Sep-2005,124.02,,,,,,,,,,,,
06-Sep-2005,123.71,,,,,,,,,,,,
02-Sep-2005,122.17,,,,,,,,,,,,
01-Sep-2005,122.52,,,,,,,,,,,,
31-Aug-2005,122.39,,,,,,,,,,,,
30-Aug-2005,121.17,,,,,,,,,,,,
29-Aug-2005,121.54,,,,,,,,,,,,
26-Aug-2005,120.8,,,,,,,,,,,,
25-Aug-2005,121.53,,,,,,,,,,,,
24-Aug-2005,121.25,,,,,,,,,,,,
23-Aug-2005,122.04,,,,,,,,,,,,
22-Aug-2005,122.46,,,,,,,,,,,,
19-Aug-2005,122.25,,,,,,,,,,,,
18-Aug-2005,122.18,,,,,,,,,,,,
17-Aug-2005,122.29,,,,,,,,,,,,
16-Aug-2005,122.17,,,,,,,,,,,,
15-Aug-2005,123.62,,,,,,,,,,,,
12-Aug-2005,123.25,,,,,,,,,,,,
11-Aug-2005,123.99,,,,,,,,,,,,
10-Aug-2005,123.11,,,,,,,,,,,,
09-Aug-2005,123.28,,,,,,,,,,,,
08-Aug-2005,122.45,,,,,,,,,,,,
05-Aug-2005,122.78,,,,,,,,,,,,
04-Aug-2005,123.72,,,,,,,,,,,,
03-Aug-2005,124.63,,,,,,,,,,,,
02-Aug-2005,124.51,,,,,,,,,,,,
01-Aug-2005,123.64,,,,,,,,,,,,
29-Jul-2005,123.52,,,,,,,,,,,,
28-Jul-2005,124.47,,,,,,,,,,,,
27-Jul-2005,123.74,,,,,,,,,,,,
26-Jul-2005,123.17,,,,,,,,,,,,
25-Jul-2005,122.96,,,,,,,,,,,,
22-Jul-2005,123.42,,,,,,,,,,,,
21-Jul-2005,122.75,,,,,,,,,,,,
20-Jul-2005,123.57,,,,,,,,,,,,
19-Jul-2005,122.97,,,,,,,,,,,,
18-Jul-2005,122.15,,,,,,,,,,,,
15-Jul-2005,122.83,,,,,,,,,,,,
14-Jul-2005,122.69,,,,,,,,,,,,
13-Jul-2005,122.37,,,,,,,,,,,,
12-Jul-2005,122.25,,,,,,,,,,,,
11-Jul-2005,121.97,,,,,,,,,,,,
08-Jul-2005,121.21,,,,,,,,,,,,
07-Jul-2005,119.81,,,,,,,,,,,,
06-Jul-2005,119.51,,,,,,,,,,,,
05-Jul-2005,120.49,,,,,,,,,,,,
01-Jul-2005,119.43,,,,,,,,,,,,
30-Jun-2005,119.11,,,,,,,,,,,,
29-Jun-2005,119.96,,,,,,,,,,,,
28-Jun-2005,120.11,,,,,,,,,,,,
27-Jun-2005,119,,,,,,,,,,,,
24-Jun-2005,119.09,,,,,,,,,,,,
23-Jun-2005,120.01,,,,,,,,,,,,
22-Jun-2005,121.3,,,,,,,,,,,,
21-Jun-2005,121.27,,,,,,,,,,,,
20-Jun-2005,121.51,,,,,,,,,,,,
17-Jun-2005,121.6,,,,,,,,,,,,
16-Jun-2005,121.49,,,,,,,,,,,,
15-Jun-2005,121.05,,,,,,,,,,,,
14-Jun-2005,120.78,,,,,,,,,,,,
13-Jun-2005,120.47,,,,,,,,,,,,
10-Jun-2005,120.17,,,,,,,,,,,,
09-Jun-2005,120.45,,,,,,,,,,,,
08-Jun-2005,119.82,,,,,,,,,,,,
07-Jun-2005,120.06,,,,,,,,,,,,
06-Jun-2005,120.08,,,,,,,,,,,,
03-Jun-2005,119.92,,,,,,,,,,,,
02-Jun-2005,120.75,,,,,,,,,,,,
01-Jun-2005,120.55,,,,,,,,,,,,
31-May-2005,119.43,,,,,,,,,,,,
27-May-2005,120.16,,,,,,,,,,,,
26-May-2005,120.03,,,,,,,,,,,,
25-May-2005,119.26,,,,,,,,,,,,
24-May-2005,119.66,,,,,,,,,,,,
23-May-2005,119.64,,,,,,,,,,,,
20-May-2005,119.18,,,,,,,,,,,,
19-May-2005,119.36,,,,,,,,,,,,
18-May-2005,118.81,,,,,,,,,,,,
17-May-2005,117.61,,,,,,,,,,,,
16-May-2005,116.79,,,,,,,,,,,,
13-May-2005,115.61,,,,,,,,,,,,
12-May-2005,116.13,,,,,,,,,,,,
11-May-2005,117.29,,,,,,,,,,,,
10-May-2005,116.74,,,,,,,,,,,,
09-May-2005,118,,,,,,,,,,,,
06-May-2005,117.25,,,,,,,,,,,,
05-May-2005,117.37,,,,,,,,,,,,
04-May-2005,117.67,,,,,,,,,,,,
03-May-2005,116.2,,,,,,,,,,,,
02-May-2005,116.3,,,,,,,,,,,,
29-Apr-2005,115.77,,,,,,,,,,,,
28-Apr-2005,114.41,,,,,,,,,,,,
27-Apr-2005,115.69,,,,,,,,,,,,
26-Apr-2005,115.21,,,,,,,,,,,,
25-Apr-2005,116.24,,,,,,,,,,,,
22-Apr-2005,115.25,,,,,,,,,,,,
21-Apr-2005,116.03,,,,,,,,,,,,
20-Apr-2005,113.78,,,,,,,,,,,,
19-Apr-2005,115.3,,,,,,,,,,,,
18-Apr-2005,114.62,,,,,,,,,,,,
15-Apr-2005,114.29,,,,,,,,,,,,
14-Apr-2005,116.23,,,,,,,,,,,,
13-Apr-2005,117.4,,,,,,,,,,,,
12-Apr-2005,118.79,,,,,,,,,,,,
11-Apr-2005,118.12,,,,,,,,,,,,
08-Apr-2005,118.12,,,,,,,,,,,,
07-Apr-2005,119.12,,,,,,,,,,,,
06-Apr-2005,118.4,,,,,,,,,,,,
05-Apr-2005,118.11,,,,,,,,,,,,
04-Apr-2005,117.58,,,,,,,,,,,,
01-Apr-2005,117.25,,,,,,,,,,,,
31-Mar-2005,118.02,,,,,,,,,,,,
30-Mar-2005,118.1,,,,,,,,,,,,
29-Mar-2005,116.48,,,,,,,,,,,,
28-Mar-2005,117.35,,,,,,,,,,,,
24-Mar-2005,117.06,,,,,,,,,,,,
23-Mar-2005,117.17,,,,,,,,,,,,
22-Mar-2005,117.09,,,,,,,,,,,,
21-Mar-2005,118.29,,,,,,,,,,,,
18-Mar-2005,118.88,,,,,,,,,,,,
17-Mar-2005,119.4,,,,,,,,,,,,
16-Mar-2005,119.19,,,,,,,,,,,,
15-Mar-2005,120.14,,,,,,,,,,,,
14-Mar-2005,121.05,,,,,,,,,,,,
11-Mar-2005,120.37,,,,,,,,,,,,
10-Mar-2005,121.26,,,,,,,,,,,,
09-Mar-2005,121.03,,,,,,,,,,,,
08-Mar-2005,122.26,,,,,,,,,,,,
07-Mar-2005,122.83,,,,,,,,,,,,
04-Mar-2005,122.51,,,,,,,,,,,,
03-Mar-2005,121.35,,,,,,,,,,,,
02-Mar-2005,121.31,,,,,,,,,,,,
01-Mar-2005,121.3,,,,,,,,,,,,
28-Feb-2005,120.62,,,,,,,,,,,,
25-Feb-2005,121.39,,,,,,,,,,,,
24-Feb-2005,120.27,,,,,,,,,,,,
23-Feb-2005,119.29,,,,,,,,,,,,
22-Feb-2005,118.62,,,,,,,,,,,,
18-Feb-2005,120.35,,,,,,,,,,,,
17-Feb-2005,120.27,,,,,,,,,,,,
16-Feb-2005,121.22,,,,,,,,,,,,
15-Feb-2005,121.19,,,,,,,,,,,,
14-Feb-2005,120.78,,,,,,,,,,,,
11-Feb-2005,120.68,,,,,,,,,,,,
10-Feb-2005,119.83,,,,,,,,,,,,
09-Feb-2005,119.32,,,,,,,,,,,,
08-Feb-2005,120.32,,,,,,,,,,,,
07-Feb-2005,120.24,,,,,,,,,,,,
04-Feb-2005,120.37,,,,,,,,,,,,
03-Feb-2005,119.06,,,,,,,,,,,,
02-Feb-2005,119.35,,,,,,,,,,,,
01-Feb-2005,118.96,,,,,,,,,,,,
31-Jan-2005,118.14,,,,,,,,,,,,
28-Jan-2005,117.16,,,,,,,,,,,,
27-Jan-2005,117.47,,,,,,,,,,,,
26-Jan-2005,117.41,,,,,,,,,,,,
25-Jan-2005,116.84,,,,,,,,,,,,
24-Jan-2005,116.38,,,,,,,,,,,,
21-Jan-2005,116.79,,,,,,,,,,,,
20-Jan-2005,117.54,,,,,,,,,,,,
19-Jan-2005,118.46,,,,,,,,,,,,
18-Jan-2005,119.58,,,,,,,,,,,,
14-Jan-2005,118.44,,,,,,,,,,,,
13-Jan-2005,117.73,,,,,,,,,,,,
12-Jan-2005,118.76,,,,,,,,,,,,
11-Jan-2005,118.27,,,,,,,,,,,,
10-Jan-2005,118.99,,,,,,,,,,,,
07-Jan-2005,118.58,,,,,,,,,,,,
06-Jan-2005,118.75,,,,,,,,,,,,
05-Jan-2005,118.31,,,,,,,,,,,,
04-Jan-2005,118.73,,,,,,,,,,,,
03-Jan-2005,120.12,,,,,,,,,,,,
31-Dec-2004,121.1,,,,,,,,,,,,
30-Dec-2004,121.27,,,,,,,,,,,,
29-Dec-2004,121.25,,,,,,,,,,,,
28-Dec-2004,121.24,,,,,,,,,,,,
27-Dec-2004,120.38,,,,,,,,,,,,
23-Dec-2004,120.9,,,,,,,,,,,,
22-Dec-2004,120.85,,,,,,,,,,,,
21-Dec-2004,120.39,,,,,,,,,,,,
20-Dec-2004,119.31,,,,,,,,,,,,
17-Dec-2004,119.26,,,,,,,,,,,,
16-Dec-2004,120.73,,,,,,,,,,,,
15-Dec-2004,120.98,,,,,,,,,,,,
14-Dec-2004,120.73,,,,,,,,,,,,
13-Dec-2004,120.26,,,,,,,,,,,,
10-Dec-2004,119.18,,,,,,,,,,,,
09-Dec-2004,119.31,,,,,,,,,,,,
08-Dec-2004,118.66,,,,,,,,,,,,
07-Dec-2004,118.06,,,,,,,,,,,,
06-Dec-2004,119.38,,,,,,,,,,,,
03-Dec-2004,119.46,,,,,,,,,,,,
02-Dec-2004,119.38,,,,,,,,,,,,
01-Dec-2004,119.48,,,,,,,,,,,,
30-Nov-2004,117.69,,,,,,,,,,,,
29-Nov-2004,118.17,,,,,,,,,,,,
26-Nov-2004,118.55,,,,,,,,,,,,
24-Nov-2004,118.45,,,,,,,,,,,,
23-Nov-2004,117.96,,,,,,,,,,,,
22-Nov-2004,117.99,,,,,,,,,,,,
19-Nov-2004,117.3,,,,,,,,,,,,
18-Nov-2004,118.62,,,,,,,,,,,,
17-Nov-2004,118.46,,,,,,,,,,,,
16-Nov-2004,117.79,,,,,,,,,,,,
15-Nov-2004,118.62,,,,,,,,,,,,
12-Nov-2004,118.99,,,,,,,,,,,,
11-Nov-2004,117.91,,,,,,,,,,,,
10-Nov-2004,116.85,,,,,,,,,,,,
09-Nov-2004,116.95,,,,,,,,,,,,
08-Nov-2004,116.98,,,,,,,,,,,,
05-Nov-2004,117.1,,,,,,,,,,,,
04-Nov-2004,116.65,,,,,,,,,,,,
03-Nov-2004,114.8,,,,,,,,,,,,
02-Nov-2004,113.51,,,,,,,,,,,,
01-Nov-2004,113.5,,,,,,,,,,,,
29-Oct-2004,113.47,,,,,,,,,,,,
28-Oct-2004,113.19,,,,,,,,,,,,
27-Oct-2004,112.95,,,,,,,,,,,,
26-Oct-2004,111.5,,,,,,,,,,,,
25-Oct-2004,109.87,,,,,,,,,,,,
22-Oct-2004,109.96,,,,,,,,,,,,
21-Oct-2004,111.04,,,,,,,,,,,,
20-Oct-2004,110.75,,,,,,,,,,,,
19-Oct-2004,110.7,,,,,,,,,,,,
18-Oct-2004,111.79,,,,,,,,,,,,
15-Oct-2004,111.2,,,,,,,,,,,,
14-Oct-2004,110.71,,,,,,,,,,,,
13-Oct-2004,111.75,,,,,,,,,,,,
12-Oct-2004,112.56,,,,,,,,,,,,
11-Oct-2004,112.82,,,,,,,,,,,,
08-Oct-2004,112.59,,,,,,,,,,,,
07-Oct-2004,113.44,,,,,,,,,,,,
06-Oct-2004,114.58,,,,,,,,,,,,
05-Oct-2004,113.78,,,,,,,,,,,,
04-Oct-2004,113.85,,,,,,,,,,,,
01-Oct-2004,113.47,,,,,,,,,,,,
30-Sep-2004,111.78,,,,,,,,,,,,
29-Sep-2004,111.8,,,,,,,,,,,,
28-Sep-2004,111.32,,,,,,,,,,,,
27-Sep-2004,110.64,,,,,,,,,,,,
24-Sep-2004,111.3,,,,,,,,,,,,
23-Sep-2004,111.13,,,,,,,,,,,,
22-Sep-2004,111.62,,,,,,,,,,,,
21-Sep-2004,113.2,,,,,,,,,,,,
20-Sep-2004,112.49,,,,,,,,,,,,
17-Sep-2004,113.12,,,,,,,,,,,,
16-Sep-2004,113.09,,,,,,,,,,,,
15-Sep-2004,112.77,,,,,,,,,,,,
14-Sep-2004,113.56,,,,,,,,,,,,
13-Sep-2004,113.31,,,,,,,,,,,,
10-Sep-2004,113.09,,,,,,,,,,,,
09-Sep-2004,112.54,,,,,,,,,,,,
08-Sep-2004,112.33,,,,,,,,,,,,
07-Sep-2004,112.81,,,,,,,,,,,,
03-Sep-2004,112.04,,,,,,,,,,,,
02-Sep-2004,112.51,,,,,,,,,,,,
01-Sep-2004,111.26,,,,,,,,,,,,
31-Aug-2004,111.06,,,,,,,,,,,,
30-Aug-2004,110.55,,,,,,,,,,,,
27-Aug-2004,111.4,,,,,,,,,,,,
26-Aug-2004,111.12,,,,,,,,,,,,
25-Aug-2004,111.11,,,,,,,,,,,,
24-Aug-2004,110.22,,,,,,,,,,,,
23-Aug-2004,110.17,,,,,,,,,,,,
20-Aug-2004,110.43,,,,,,,,,,,,
19-Aug-2004,109.71,,,,,,,,,,,,
18-Aug-2004,110.11,,,,,,,,,,,,
17-Aug-2004,108.74,,,,,,,,,,,,
16-Aug-2004,108.49,,,,,,,,,,,,
13-Aug-2004,107.03,,,,,,,,,,,,
12-Aug-2004,106.86,,,,,,,,,,,,
11-Aug-2004,108.12,,,,,,,,,,,,
10-Aug-2004,108.38,,,,,,,,,,,,
09-Aug-2004,107,,,,,,,,,,,,
06-Aug-2004,106.87,,,,,,,,,,,,
05-Aug-2004,108.54,,,,,,,,,,,,
04-Aug-2004,110.33,,,,,,,,,,,,
03-Aug-2004,110.42,,,,,,,,,,,,
02-Aug-2004,111.11,,,,,,,,,,,,
30-Jul-2004,110.62,,,,,,,,,,,,
29-Jul-2004,110.49,,,,,,,,,,,,
28-Jul-2004,109.96,,,,,,,,,,,,
27-Jul-2004,109.88,,,,,,,,,,,,
26-Jul-2004,108.8,,,,,,,,,,,,
23-Jul-2004,109.02,,,,,,,,,,,,
22-Jul-2004,110.08,,,,,,,,,,,,
21-Jul-2004,109.78,,,,,,,,,,,,
20-Jul-2004,111.25,,,,,,,,,,,,
19-Jul-2004,110.47,,,,,,,,,,,,
16-Jul-2004,110.52,,,,,,,,,,,,
15-Jul-2004,111.05,,,,,,,,,,,,
14-Jul-2004,111.53,,,,,,,,,,,,
13-Jul-2004,111.9,,,,,,,,,,,,
12-Jul-2004,111.81,,,,,,,,,,,,
09-Jul-2004,111.65,,,,,,,,,,,,
08-Jul-2004,111.28,,,,,,,,,,,,
07-Jul-2004,112.19,,,,,,,,,,,,
06-Jul-2004,111.95,,,,,,,,,,,,
02-Jul-2004,112.87,,,,,,,,,,,,
01-Jul-2004,113.23,,,,,,,,,,,,
30-Jun-2004,114.4,,,,,,,,,,,,
29-Jun-2004,113.93,,,,,,,,,,,,
28-Jun-2004,113.64,,,,,,,,,,,,
25-Jun-2004,113.73,,,,,,,,,,,,
24-Jun-2004,114.35,,,,,,,,,,,,
23-Jun-2004,114.67,,,,,,,,,,,,
22-Jun-2004,113.71,,,,,,,,,,,,
21-Jun-2004,113.29,,,,,,,,,,,,
18-Jun-2004,113.77,,,,,,,,,,,,
17-Jun-2004,113.88,,,,,,,,,,,,
16-Jun-2004,114.03,,,,,,,,,,,,
15-Jun-2004,113.88,,,,,,,,,,,,
14-Jun-2004,113.2,,,,,,,,,,,,
10-Jun-2004,114.29,,,,,,,,,,,,
09-Jun-2004,113.77,,,,,,,,,,,,
08-Jun-2004,114.85,,,,,,,,,,,,
07-Jun-2004,114.67,,,,,,,,,,,,
04-Jun-2004,112.87,,,,,,,,,,,,
03-Jun-2004,112.28,,,,,,,,,,,,
02-Jun-2004,113.11,,,,,,,,,,,,
01-Jun-2004,112.7,,,,,,,,,,,,
28-May-2004,112.64,,,,,,,,,,,,
27-May-2004,112.06,,,,,,,,,,,,
26-May-2004,112.06,,,,,,,,,,,,
25-May-2004,111.85,,,,,,,,,,,,
24-May-2004,110.08,,,,,,,,,,,,
21-May-2004,109.9,,,,,,,,,,,,
20-May-2004,109.46,,,,,,,,,,,,
19-May-2004,109.41,,,,,,,,,,,,
18-May-2004,109.67,,,,,,,,,,,,
17-May-2004,108.93,,,,,,,,,,,,
14-May-2004,110.08,,,,,,,,,,,,
13-May-2004,110.14,,,,,,,,,,,,
12-May-2004,110.22,,,,,,,,,,,,
11-May-2004,110,,,,,,,,,,,,
10-May-2004,109.14,,,,,,,,,,,,
07-May-2004,110.3,,,,,,,,,,,,
06-May-2004,111.83,,,,,,,,,,,,
05-May-2004,112.58,,,,,,,,,,,,
04-May-2004,112.36,,,,,,,,,,,,
03-May-2004,112.16,,,,,,,,,,,,
30-Apr-2004,111.14,,,,,,,,,,,,
29-Apr-2004,111.79,,,,,,,,,,,,
28-Apr-2004,112.62,,,,,,,,,,,,
27-Apr-2004,114.17,,,,,,,,,,,,
26-Apr-2004,113.91,,,,,,,,,,,,
23-Apr-2004,114.42,,,,,,,,,,,,
22-Apr-2004,114.35,,,,,,,,,,,,
21-Apr-2004,112.76,,,,,,,,,,,,
20-Apr-2004,112.16,,,,,,,,,,,,
19-Apr-2004,113.93,,,,,,,,,,,,
16-Apr-2004,113.81,,,,,,,,,,,,
15-Apr-2004,113.23,,,,,,,,,,,,
14-Apr-2004,113.16,,,,,,,,,,,,
13-Apr-2004,113.29,,,,,,,,,,,,
12-Apr-2004,114.86,,,,,,,,,,,,
08-Apr-2004,114.27,,,,,,,,,,,,
07-Apr-2004,114.39,,,,,,,,,,,,
06-Apr-2004,115.15,,,,,,,,,,,,
05-Apr-2004,115.35,,,,,,,,,,,,
02-Apr-2004,114.48,,,,,,,,,,,,
01-Apr-2004,113.5,,,,,,,,,,,,
31-Mar-2004,112.91,,,,,,,,,,,,
30-Mar-2004,112.97,,,,,,,,,,,,
29-Mar-2004,112.52,,,,,,,,,,,,
