Date,Nav,Shares Outstanding,Total Net Assets,,,,,,,,,,
07-Apr-2016,203.928142,903332116.0,184214840073.0,,,,,,,,,,
06-Apr-2016,206.390997,897982116.0,185335423815.62,,,,,,,,,,
05-Apr-2016,204.172818,901582116.0,184078561638.55,,,,,,,,,,
04-Apr-2016,206.264278,892932116.0,184179998362.31,,,,,,,,,,
01-Apr-2016,206.883593,884582116.0,183005526429.97,,,,,,,,,,
31-Mar-2016,205.582724,897082116.0,184424585224.5,,,,,,,,,,
30-Mar-2016,206.002848,892782116.0,183915658214.56,,,,,,,,,,
29-Mar-2016,205.089978,889982116.0,182526412495.08,,,,,,,,,,
28-Mar-2016,203.258223,896932116.0,182308828168.76,,,,,,,,,,
24-Mar-2016,203.146588,895682116.0,181954765800.59,,,,,,,,,,
23-Mar-2016,203.224944,893382116.0,181557530274.62,,,,,,,,,,
22-Mar-2016,204.53014,887182116.0,181455482742.45,,,,,,,,,,
21-Mar-2016,204.679177,870532116.0,178179797460.38,,,,,,,,,,
18-Mar-2016,204.476966,883882116.0,180733533697.08,,,,,,,,,,
17-Mar-2016,204.6325,898382116.0,183838178549.87,,,,,,,,,,
16-Mar-2016,203.297799,894332116.0,181815751130.34,,,,,,,,,,
15-Mar-2016,202.160926,899732116.0,181890677327.43,,,,,,,,,,
14-Mar-2016,202.52754,895182116.0,181299032234.17,,,,,,,,,,
11-Mar-2016,202.769382,885782116.0,179609491911.93,,,,,,,,,,
10-Mar-2016,199.463619,887082116.0,176940609603.0,,,,,,,,,,
09-Mar-2016,199.42142,878682116.0,175228035737.05,,,,,,,,,,
08-Mar-2016,198.391243,879032116.0,174392274409.91,,,,,,,,,,
07-Mar-2016,200.596883,876032116.0,175729311934.69,,,,,,,,,,
04-Mar-2016,200.408503,874432116.0,175243631401.71,,,,,,,,,,
03-Mar-2016,199.748233,884732116.0,176723676412.54,,,,,,,,,,
02-Mar-2016,199.034305,877632116.0,174678898004.83,,,,,,,,,,
01-Mar-2016,198.19075,882382116.0,174879973473.99,,,,,,,,,,
29-Feb-2016,193.584743,882532116.0,170844752976.94,,,,,,,,,,
26-Feb-2016,195.147149,879832116.0,171696729024.18,,,,,,,,,,
25-Feb-2016,195.491548,875782116.0,171208001636.7,,,,,,,,,,
24-Feb-2016,193.259791,883882116.0,170818872840.28,,,,,,,,,,
23-Feb-2016,192.399922,884132116.0,170106949962.3,,,,,,,,,,
22-Feb-2016,194.805007,881782116.0,171775571340.51,,,,,,,,,,
19-Feb-2016,192.041888,902082116.0,173237552570.15,,,,,,,,,,
18-Feb-2016,192.019168,904282116.0,173639499970.97,,,,,,,,,,
17-Feb-2016,192.906213,900682116.0,173747176415.82,,,,,,,,,,
16-Feb-2016,189.77085,904232116.0,171596897661.82,,,,,,,,,,
12-Feb-2016,186.635152,908832116.0,169620020359.39,,,,,,,,,,
11-Feb-2016,183.054832,910832116.0,166732219596.63,,,,,,,,,,
10-Feb-2016,185.294893,901382116.0,167021502659.25,,,,,,,,,,
09-Feb-2016,185.267652,882882116.0,163569496417.8,,,,,,,,,,
08-Feb-2016,185.350256,878982116.0,162919560365.56,,,,,,,,,,
05-Feb-2016,187.987285,883082116.0,166008209840.28,,,,,,,,,,
04-Feb-2016,191.510738,882832116.0,169071829886.81,,,,,,,,,,
03-Feb-2016,191.182274,884782116.0,169154656744.63,,,,,,,,,,
02-Feb-2016,190.17111,892882116.0,169800383420.57,,,,,,,,,,
01-Feb-2016,193.793359,892732116.0,173005555272.48,,,,,,,,,,
29-Jan-2016,193.875183,900832116.0,174648990892.01,,,,,,,,,,
28-Jan-2016,189.194269,893082116.0,168966018298.83,,,,,,,,,,
27-Jan-2016,188.139824,901732116.0,169651721186.86,,,,,,,,,,
26-Jan-2016,190.192224,893732116.0,169980898662.46,,,,,,,,,,
25-Jan-2016,187.543394,894382116.0,167735457599.62,,,,,,,,,,
22-Jan-2016,190.51919,893432116.0,170215962967.81,,,,,,,,,,
21-Jan-2016,186.737082,886032116.0,165455051667.91,,,,,,,,,,
20-Jan-2016,185.768797,883282116.0,164086256111.59,,,,,,,,,,
19-Jan-2016,187.931703,861732116.0,161946784516.99,,,,,,,,,,
15-Jan-2016,187.831667,863882116.0,162264417671.21,,,,,,,,,,
14-Jan-2016,191.969234,848282116.0,162844068026.91,,,,,,,,,,
13-Jan-2016,188.816791,847082116.0,159943326834.13,,,,,,,,,,
12-Jan-2016,193.628282,863632116.0,167223603318.15,,,,,,,,,,
11-Jan-2016,192.129347,848832116.0,163085560056.18,,,,,,,,,,
08-Jan-2016,191.965394,857732116.0,164654883514.33,,,,,,,,,,
07-Jan-2016,194.069707,877682116.0,170331510983.86,,,,,,,,,,
06-Jan-2016,198.773563,873282116.0,173585397913.07,,,,,,,,,,
05-Jan-2016,201.342764,871732116.0,175516953422.63,,,,,,,,,,
04-Jan-2016,200.938486,889832116.0,178801518467.29,,,,,,,,,,
31-Dec-2015,204.015573,892282116.0,182039446788.35,,,,,,,,,,
30-Dec-2015,205.95265,902532116.0,185878880990.54,,,,,,,,,,
29-Dec-2015,207.428842,900882116.0,186868934030.38,,,,,,,,,,
28-Dec-2015,205.208104,910632116.0,186869090300.03,,,,,,,,,,
24-Dec-2015,205.655491,907682116.0,186669810814.52,,,,,,,,,,
23-Dec-2015,205.985074,889982116.0,183323032245.48,,,,,,,,,,
22-Dec-2015,203.443456,873632116.0,177734736691.06,,,,,,,,,,
21-Dec-2015,201.645346,866782116.0,174782579431.07,,,,,,,,,,
18-Dec-2015,200.064966,882932116.0,176643783477.0,,,,,,,,,,
17-Dec-2015,204.904531,886782116.0,181705673221.77,,,,,,,,,,
16-Dec-2015,207.985871,861982116.0,179280101335.91,,,,,,,,,,
15-Dec-2015,205.008115,857182116.0,175729289389.67,,,,,,,,,,
14-Dec-2015,202.86532,843132116.0,171042266175.67,,,,,,,,,,
11-Dec-2015,201.897529,851582116.0,171932325086.21,,,,,,,,,,
10-Dec-2015,205.844927,856782116.0,176364251729.75,,,,,,,,,,
09-Dec-2015,205.362746,865832116.0,177809661227.2,,,,,,,,,,
08-Dec-2015,206.94381,872632116.0,180585814929.6,,,,,,,,,,
07-Dec-2015,208.271502,870832116.0,181369512538.04,,,,,,,,,,
04-Dec-2015,209.71497,865882116.0,181588442341.13,,,,,,,,,,
03-Dec-2015,205.516941,867782116.0,178343926366.25,,,,,,,,,,
02-Dec-2015,208.490759,873832116.0,182185921133.84,,,,,,,,,,
01-Dec-2015,210.748953,865732116.0,182452137014.21,,,,,,,,,,
30-Nov-2015,208.516027,865682116.0,180508595281.68,,,,,,,,,,
27-Nov-2015,209.47405,866082116.0,181421728788.66,,,,,,,,,,
25-Nov-2015,209.306299,860882116.0,180188049371.28,,,,,,,,,,
24-Nov-2015,209.312388,862482116.0,180528191628.65,,,,,,,,,,
23-Nov-2015,209.053214,857532116.0,179269844615.63,,,,,,,,,,
20-Nov-2015,209.301855,853532116.0,178645855425.98,,,,,,,,,,
19-Nov-2015,208.480915,857832116.0,178841624369.77,,,,,,,,,,
18-Nov-2015,208.705263,851382116.0,177687928478.16,,,,,,,,,,
17-Nov-2015,205.379967,855582116.0,175719426449.84,,,,,,,,,,
16-Nov-2015,205.610793,848382116.0,174436519556.52,,,,,,,,,,
13-Nov-2015,202.567252,855832116.0,173363560091.46,,,,,,,,,,
12-Nov-2015,204.857184,866832116.0,177576786274.13,,,,,,,,,,
11-Nov-2015,207.717262,859582116.0,178550043924.3,,,,,,,,,,
10-Nov-2015,208.387173,862632116.0,179761467830.96,,,,,,,,,,
09-Nov-2015,208.020654,862782116.0,179476500043.36,,,,,,,,,,
06-Nov-2015,210.035767,859782116.0,180584995854.25,,,,,,,,,,
05-Nov-2015,210.085473,862482116.0,181194963524.01,,,,,,,,,,
04-Nov-2015,210.280393,866782116.0,182267284402.91,,,,,,,,,,
03-Nov-2015,210.952092,864882116.0,182448691272.78,,,,,,,,,,
02-Nov-2015,210.376882,869832116.0,182992568010.89,,,,,,,,,,
30-Oct-2015,207.912998,863382116.0,179508364530.84,,,,,,,,,,
29-Oct-2015,208.917213,876332116.0,183080863588.32,,,,,,,,,,
28-Oct-2015,208.989018,872282116.0,182297383163.43,,,,,,,,,,
27-Oct-2015,206.526025,874982116.0,180706578543.29,,,,,,,,,,
26-Oct-2015,207.055095,866082116.0,179326714801.65,,,,,,,,,,
23-Oct-2015,207.450149,869582116.0,180394939111.04,,,,,,,,,,
22-Oct-2015,205.190148,858182116.0,176090515387.25,,,,,,,,,,
21-Oct-2015,201.83248,860482116.0,173673239860.94,,,,,,,,,,
20-Oct-2015,202.987082,868732116.0,176341397133.75,,,,,,,,,,
19-Oct-2015,203.270434,863132116.0,175449240203.97,,,,,,,,,,
16-Oct-2015,203.212264,878732116.0,178569143099.76,,,,,,,,,,
15-Oct-2015,202.291532,869032116.0,175797838426.76,,,,,,,,,,
14-Oct-2015,199.325525,862582116.0,171934632893.02,,,,,,,,,,
13-Oct-2015,200.259012,873732116.0,174972729953.69,,,,,,,,,,
12-Oct-2015,201.614096,873332116.0,176076065108.59,,,,,,,,,,
09-Oct-2015,201.358812,878882116.0,176970659199.6,,,,,,,,,,
08-Oct-2015,201.208765,876482116.0,176355883876.84,,,,,,,,,,
07-Oct-2015,199.45113,865832116.0,172691194286.71,,,,,,,,,,
06-Oct-2015,197.786631,858032116.0,169707281094.25,,,,,,,,,,
05-Oct-2015,198.499502,858032116.0,170318947583.92,,,,,,,,,,
02-Oct-2015,194.92697,849382116.0,165567482310.77,,,,,,,,,,
01-Oct-2015,192.16262,869182116.0,167024312722.25,,,,,,,,,,
30-Sep-2015,191.770876,877632116.0,168304279937.95,,,,,,,,,,
29-Sep-2015,188.177448,878782116.0,165366976215.0,,,,,,,,,,
28-Sep-2015,187.935988,869982116.0,163500948184.46,,,,,,,,,,
25-Sep-2015,192.826231,865682116.0,166926219391.97,,,,,,,,,,
24-Sep-2015,192.91606,853682116.0,164688990561.25,,,,,,,,,,
23-Sep-2015,193.56647,846282116.0,163811841616.81,,,,,,,,,,
22-Sep-2015,193.954125,845032116.0,163897465039.14,,,,,,,,,,
21-Sep-2015,196.367502,863482116.0,169559825948.27,,,,,,,,,,
18-Sep-2015,195.474005,889882116.0,173948821568.49,,,,,,,,,,
17-Sep-2015,199.717718,884082116.0,176566863112.13,,,,,,,,,,
16-Sep-2015,200.195564,884532116.0,177079405837.85,,,,,,,,,,
15-Sep-2015,198.470375,871382116.0,172943535046.59,,,,,,,,,,
14-Sep-2015,195.968006,852082116.0,166980832937.28,,,,,,,,,,
11-Sep-2015,196.757207,815682116.0,160491334657.96,,,,,,,,,,
10-Sep-2015,195.824589,821482116.0,160866397826.53,,,,,,,,,,
09-Sep-2015,194.786533,827782116.0,161240808522.23,,,,,,,,,,
08-Sep-2015,197.500731,827632116.0,163457947667.69,,,,,,,,,,
04-Sep-2015,192.670381,855982116.0,164922400335.83,,,,,,,,,,
03-Sep-2015,195.641144,864882116.0,169206526176.86,,,,,,,,,,
02-Sep-2015,195.40415,879482116.0,171854455107.46,,,,,,,,,,
01-Sep-2015,191.879693,860632116.0,165137826111.66,,,,,,,,,,
31-Aug-2015,197.688696,847832116.0,167606825382.63,,,,,,,,,,
28-Aug-2015,199.330381,840732116.0,167583453122.1,,,,,,,,,,
27-Aug-2015,199.187019,845082116.0,168329387575.78,,,,,,,,,,
26-Aug-2015,194.465102,842482116.0,163833370916.06,,,,,,,,,,
25-Aug-2015,187.178106,814282116.0,152415784109.02,,,,,,,,,,
24-Aug-2015,189.73014,834932116.0,158411787595.89,,,,,,,,,,
21-Aug-2015,197.472732,841982116.0,166268508350.58,,,,,,,,,,
20-Aug-2015,203.909664,841082116.0,171504772038.25,,,,,,,,,,
19-Aug-2015,208.286498,837332116.0,174404973971.12,,,,,,,,,,
18-Aug-2015,209.99996,844132116.0,177267710819.75,,,,,,,,,,
17-Aug-2015,210.511138,844632116.0,177804468269.02,,,,,,,,,,
14-Aug-2015,209.385188,845282116.0,176989554711.43,,,,,,,,,,
13-Aug-2015,208.572974,845682116.0,176386434083.69,,,,,,,,,,
12-Aug-2015,208.807537,839732116.0,175342394805.29,,,,,,,,,,
11-Aug-2015,208.563243,845082116.0,176253066556.8,,,,,,,,,,
10-Aug-2015,210.531318,841582116.0,177179391755.6,,,,,,,,,,
07-Aug-2015,207.871369,851332116.0,176967572560.87,,,,,,,,,,
06-Aug-2015,208.46307,844032116.0,175949525728.98,,,,,,,,,,
05-Aug-2015,210.028303,842732116.0,176997595921.81,,,,,,,,,,
04-Aug-2015,209.299805,841882116.0,176205763101.39,,,,,,,,,,
03-Aug-2015,209.764351,842132116.0,176649296836.49,,,,,,,,,,
31-Jul-2015,210.344203,841082116.0,176916747432.49,,,,,,,,,,
30-Jul-2015,210.818617,849182116.0,179023399689.15,,,,,,,,,,
29-Jul-2015,210.796162,847732116.0,178698676209.03,,,,,,,,,,
28-Jul-2015,209.242492,847832116.0,177402504556.35,,,,,,,,,,
27-Jul-2015,206.688623,855332116.0,176787417422.89,,,,,,,,,,
24-Jul-2015,207.88544,855582116.0,177863064682.34,,,,,,,,,,
23-Jul-2015,210.129442,851432116.0,178910955064.6,,,,,,,,,,
22-Jul-2015,211.312395,852832116.0,180213996908.44,,,,,,,,,,
21-Jul-2015,211.794989,875032116.0,185327417687.53,,,,,,,,,,
20-Jul-2015,212.692803,870932116.0,185240993180.13,,,,,,,,,,
17-Jul-2015,212.491287,877932116.0,186552925594.85,,,,,,,,,,
16-Jul-2015,212.257633,874932116.0,185711020097.33,,,,,,,,,,
15-Jul-2015,210.569107,872532116.0,183728308829.99,,,,,,,,,,
14-Jul-2015,210.720664,877982116.0,185008974436.13,,,,,,,,,,
13-Jul-2015,209.786701,876932116.0,183968695928.92,,,,,,,,,,
10-Jul-2015,207.476172,869032116.0,180303456825.66,,,,,,,,,,
09-Jul-2015,204.953311,851532116.0,174524326944.69,,,,,,,,,,
08-Jul-2015,204.490679,851732116.0,174171278749.68,,,,,,,,,,
07-Jul-2015,207.886212,841132116.0,174859769545.83,,,,,,,,,,
06-Jul-2015,206.630848,823132116.0,170084487113.94,,,,,,,,,,
02-Jul-2015,207.424097,823832116.0,170882632891.71,,,,,,,,,,
01-Jul-2015,207.490059,819182116.0,169972145463.27,,,,,,,,,,
30-Jun-2015,206.011596,827682116.0,170512113565.75,,,,,,,,,,
29-Jun-2015,205.45375,840132116.0,172608293882.71,,,,,,,,,,
26-Jun-2015,209.808176,841082116.0,176465904242.55,,,,,,,,,,
25-Jun-2015,209.854922,850932116.0,178572292975.89,,,,,,,,,,
24-Jun-2015,210.472239,847882116.0,178455647389.64,,,,,,,,,,
23-Jun-2015,212.024633,844932116.0,179146421834.13,,,,,,,,,,
22-Jun-2015,211.872866,845082116.0,179049970092.26,,,,,,,,,,
19-Jun-2015,210.590354,854982116.0,180050986319.73,,,,,,,,,,
18-Jun-2015,212.744524,856782116.0,182275703221.36,,,,,,,,,,
17-Jun-2015,210.642993,854082116.0,179906413410.5,,,,,,,,,,
16-Jun-2015,210.225605,851732116.0,179055899152.04,,,,,,,,,,
15-Jun-2015,209.039528,846832116.0,177021385491.76,,,,,,,,,,
12-Jun-2015,210.002134,847982116.0,178078053775.93,,,,,,,,,,
11-Jun-2015,211.462168,848632116.0,179453587375.36,,,,,,,,,,
10-Jun-2015,211.03592,839632116.0,177192536289.15,,,,,,,,,,
09-Jun-2015,208.521999,827182116.0,172485668223.97,,,,,,,,,,
08-Jun-2015,208.430463,825682116.0,172097305429.14,,,,,,,,,,
05-Jun-2015,209.748131,825282116.0,173101381079.21,,,,,,,,,,
04-Jun-2015,210.040399,829732116.0,174277265070.03,,,,,,,,,,
03-Jun-2015,211.856175,835782116.0,177065602376.74,,,,,,,,,,
02-Jun-2015,211.369783,840932116.0,177747639251.95,,,,,,,,,,
01-Jun-2015,211.57193,838632116.0,177431014924.45,,,,,,,,,,
29-May-2015,211.118404,838182116.0,176955670328.23,,,,,,,,,,
28-May-2015,212.451962,836332116.0,177680399124.38,,,,,,,,,,
27-May-2015,212.684275,826482116.0,175779749635.2,,,,,,,,,,
26-May-2015,210.726578,834732116.0,175900242421.15,,,,,,,,,,
22-May-2015,212.905999,834582116.0,177687539111.53,,,,,,,,,,
21-May-2015,213.380948,835082116.0,178190613374.9,,,,,,,,,,
20-May-2015,212.85568,835982116.0,177943541940.91,,,,,,,,,,
19-May-2015,213.03066,831182116.0,177067274517.36,,,,,,,,,,
18-May-2015,213.125531,846832116.0,180481544568.48,,,,,,,,,,
15-May-2015,212.467978,847282116.0,180020318234.58,,,,,,,,,,
14-May-2015,212.282521,843232116.0,179003439110.15,,,,,,,,,,
13-May-2015,210.001768,845732116.0,177605240030.46,,,,,,,,,,
12-May-2015,210.019303,841732116.0,176779992690.57,,,,,,,,,,
11-May-2015,210.628157,849932116.0,179019635557.48,,,,,,,,,,
08-May-2015,211.661059,836082116.0,176966025878.34,,,,,,,,,,
07-May-2015,208.853926,829582116.0,173261481954.01,,,,,,,,,,
06-May-2015,208.019739,828232116.0,172288628755.63,,,,,,,,,,
05-May-2015,208.87125,836332116.0,174685734797.7,,,,,,,,,,
04-May-2015,211.348282,833882116.0,176239552624.62,,,,,,,,,,
01-May-2015,210.730295,824632116.0,173774969184.21,,,,,,,,,,
30-Apr-2015,208.457697,834432116.0,173943796848.59,,,,,,,,,,
29-Apr-2015,210.577694,853082116.0,179640065187.14,,,,,,,,,,
28-Apr-2015,211.352695,853982116.0,180491421475.02,,,,,,,,,,
27-Apr-2015,210.75144,860932116.0,181442683133.5,,,,,,,,,,
24-Apr-2015,211.626223,864482116.0,182947085151.41,,,,,,,,,,
23-Apr-2015,211.152801,847432116.0,178937664544.65,,,,,,,,,,
22-Apr-2015,210.637093,851182116.0,179290526515.17,,,,,,,,,,
21-Apr-2015,209.564697,843282116.0,176722161386.59,,,,,,,,,,
20-Apr-2015,209.872052,842032116.0,176719007811.04,,,,,,,,,,
17-Apr-2015,207.94963,855432116.0,177886791806.9,,,,,,,,,,
16-Apr-2015,210.327793,861232116.0,181141050250.4,,,,,,,,,,
15-Apr-2015,210.486311,852382116.0,179414767063.22,,,,,,,,,,
14-Apr-2015,209.409161,850132116.0,178025453348.42,,,,,,,,,,
13-Apr-2015,209.067038,846532116.0,176981961927.56,,,,,,,,,,
10-Apr-2015,210.009195,848732116.0,178241548533.63,,,,,,,,,,
09-Apr-2015,208.926043,858182116.0,179296593638.06,,,,,,,,,,
08-Apr-2015,207.999777,867782116.0,180498486631.01,,,,,,,,,,
07-Apr-2015,207.365112,873332116.0,181098612442.25,,,,,,,,,,
06-Apr-2015,207.789191,877832116.0,182404025277.65,,,,,,,,,,
02-Apr-2015,206.425648,881332116.0,181929552860.6,,,,,,,,,,
01-Apr-2015,205.696922,889482116.0,182963733115.56,,,,,,,,,,
31-Mar-2015,206.489663,897932116.0,185413699592.07,,,,,,,,,,
30-Mar-2015,208.299615,895932116.0,186622315091.77,,,,,,,,,,
27-Mar-2015,205.765247,908282116.0,186892893691.72,,,,,,,,,,
26-Mar-2015,205.241553,921282116.0,189085372154.08,,,,,,,,,,
25-Mar-2015,205.724747,940432116.0,193470159401.81,,,,,,,,,,
24-Mar-2015,208.758113,936982116.0,195602618385.61,,,,,,,,,,
23-Mar-2015,210.029332,935282116.0,196436678410.35,,,,,,,,,,
20-Mar-2015,210.396874,925032116.0,194623865573.83,,,,,,,,,,
19-Mar-2015,209.450343,935982116.0,196041775442.17,,,,,,,,,,
18-Mar-2015,210.467966,922232116.0,194100317377.85,,,,,,,,,,
17-Mar-2015,207.94791,922132116.0,191755446660.34,,,,,,,,,,
16-Mar-2015,208.63785,896982116.0,187144419895.22,,,,,,,,,,
13-Mar-2015,205.861313,900732116.0,185425896249.66,,,,,,,,,,
12-Mar-2015,207.110836,895382116.0,185443338699.67,,,,,,,,,,
11-Mar-2015,204.493565,896182116.0,183263475687.88,,,,,,,,,,
10-Mar-2015,204.854179,903232116.0,185030873796.21,,,,,,,,,,
09-Mar-2015,208.361702,899432116.0,187407206496.0,,,,,,,,,,
06-Mar-2015,207.526204,906482116.0,188118792435.43,,,,,,,,,,
05-Mar-2015,210.472173,911132116.0,191767956081.77,,,,,,,,,,
04-Mar-2015,210.212969,912132116.0,191742000262.28,,,,,,,,,,
03-Mar-2015,211.093776,911032116.0,192313209262.22,,,,,,,,,,
02-Mar-2015,212.051481,914582116.0,193938491878.78,,,,,,,,,,
27-Feb-2015,210.753305,920882116.0,194078949571.06,,,,,,,,,,
26-Feb-2015,211.375395,920932116.0,194662390102.3,,,,,,,,,,
25-Feb-2015,211.652016,916832116.0,194049365734.92,,,,,,,,,,
24-Feb-2015,211.779158,916132116.0,194017687749.18,,,,,,,,,,
23-Feb-2015,211.191653,918532116.0,193986315886.48,,,,,,,,,,
20-Feb-2015,211.254366,909482116.0,192132067801.23,,,,,,,,,,
19-Feb-2015,209.947114,921282116.0,193420521269.86,,,,,,,,,,
18-Feb-2015,210.135357,927432116.0,194886278623.74,,,,,,,,,,
17-Feb-2015,210.194244,926582116.0,194762226958.94,,,,,,,,,,
13-Feb-2015,209.827549,931482116.0,195450608989.68,,,,,,,,,,
12-Feb-2015,208.963261,934032116.0,195178397095.68,,,,,,,,,,
11-Feb-2015,206.923253,930132116.0,192465963427.08,,,,,,,,,,
10-Feb-2015,206.854272,933432116.0,193084421175.64,,,,,,,,,,
09-Feb-2015,204.664852,931732116.0,190692815856.74,,,,,,,,,,
06-Feb-2015,205.520106,923232116.0,189742762029.37,,,,,,,,,,
05-Feb-2015,206.168317,913332116.0,188300145421.26,,,,,,,,,,
04-Feb-2015,204.031923,920882116.0,187889348912.07,,,,,,,,,,
03-Feb-2015,204.820924,914782116.0,187366518159.3,,,,,,,,,,
02-Feb-2015,201.904227,914232116.0,184587329123.9,,,,,,,,,,
30-Jan-2015,199.319328,911732116.0,181725832881.33,,,,,,,,,,
29-Jan-2015,201.938335,917832116.0,185345489227.15,,,,,,,,,,
28-Jan-2015,200.01913,931682116.0,186354246118.85,,,,,,,,,,
27-Jan-2015,202.736446,944082116.0,191399852493.56,,,,,,,,,,
26-Jan-2015,205.482883,945882116.0,194362584320.27,,,,,,,,,,
23-Jan-2015,204.955892,947082116.0,194110060014.93,,,,,,,,,,
22-Jan-2015,206.088511,949732116.0,195728877278.9,,,,,,,,,,
21-Jan-2015,202.989651,950082116.0,192856836709.23,,,,,,,,,,
20-Jan-2015,202.011555,946632116.0,191230625988.19,,,,,,,,,,
16-Jan-2015,201.692784,965882116.0,194811453057.88,,,,,,,,,,
15-Jan-2015,199.023334,975732116.0,194193459183.51,,,,,,,,,,
14-Jan-2015,200.876,982282116.0,197316902692.63,,,,,,,,,,
13-Jan-2015,202.044768,993032116.0,200636943413.55,,,,,,,,,,
12-Jan-2015,202.547222,995482116.0,201632137530.68,,,,,,,,,,
09-Jan-2015,204.200276,1006282116.0,205483085855.36,,,,,,,,,,
08-Jan-2015,205.931378,1005282116.0,207019131541.85,,,,,,,,,,
07-Jan-2015,202.309326,1014632116.0,205269539254.87,,,,,,,,,,
06-Jan-2015,199.922533,1021982116.0,204317253062.62,,,,,,,,,,
05-Jan-2015,201.716311,1033882116.0,208550886110.09,,,,,,,,,,
02-Jan-2015,205.459294,1044182116.0,214536920771.81,,,,,,,,,,
31-Dec-2014,205.503394,1050632116.0,215908465758.82,,,,,,,,,,
30-Dec-2014,207.643756,1050482116.0,218126052291.02,,,,,,,,,,
29-Dec-2014,208.639685,1045682116.0,218170787676.79,,,,,,,,,,
26-Dec-2014,208.425106,1050582116.0,218967689354.7,,,,,,,,,,
24-Dec-2014,207.739512,1054182116.0,218995277836.29,,,,,,,,,,
23-Dec-2014,207.762161,1045432116.0,217201235874.07,,,,,,,,,,
22-Dec-2014,207.389427,1036682116.0,214996910499.08,,,,,,,,,,
19-Dec-2014,206.572741,975632116.0,201539000502.06,,,,,,,,,,
18-Dec-2014,206.767837,942282116.0,194833634903.76,,,,,,,,,,
17-Dec-2014,201.91089,932232116.0,188227816594.76,,,,,,,,,,
16-Dec-2014,197.893925,923182116.0,182692132857.87,,,,,,,,,,
15-Dec-2014,199.580768,938882116.0,187382813779.84,,,,,,,,,,
12-Dec-2014,200.843109,959482116.0,192705371404.21,,,,,,,,,,
11-Dec-2014,204.130302,958332116.0,195624624529.75,,,,,,,,,,
10-Dec-2014,203.158713,966482116.0,196349262461.71,,,,,,,,,,
09-Dec-2014,206.506174,965732116.0,199429643940.63,,,,,,,,,,
08-Dec-2014,206.554289,969132116.0,200178395406.77,,,,,,,,,,
05-Dec-2014,208.02769,970282116.0,201845546834.09,,,,,,,,,,
04-Dec-2014,207.683329,967932116.0,201023363945.26,,,,,,,,,,
03-Dec-2014,207.921056,973132116.0,202334657318.12,,,,,,,,,,
02-Dec-2014,207.090256,977432116.0,202416667517.53,,,,,,,,,,
01-Dec-2014,205.771778,962482116.0,198051656752.22,,,,,,,,,,
28-Nov-2014,207.172877,966182116.0,200166728237.14,,,,,,,,,,
26-Nov-2014,207.690725,968282116.0,201103215133.11,,,,,,,,,,
25-Nov-2014,207.063153,962132116.0,199222109836.82,,,,,,,,,,
24-Nov-2014,207.271353,958932116.0,198759157186.21,,,,,,,,,,
21-Nov-2014,206.677708,967632116.0,199987987906.55,,,,,,,,,,
20-Nov-2014,205.578732,960832116.0,197526648133.31,,,,,,,,,,
19-Nov-2014,205.168596,960432116.0,197050509214.56,,,,,,,,,,
18-Nov-2014,205.46328,959532116.0,197148615624.96,,,,,,,,,,
17-Nov-2014,204.377756,968332116.0,197905545174.75,,,,,,,,,,
14-Nov-2014,204.218617,969782116.0,198047562298.26,,,,,,,,,,
13-Nov-2014,204.146943,975832116.0,199213143800.75,,,,,,,,,,
12-Nov-2014,204.022567,975382116.0,198999963289.15,,,,,,,,,,
11-Nov-2014,204.106847,968532116.0,197684036452.89,,,,,,,,,,
10-Nov-2014,203.965709,959382116.0,195681053883.81,,,,,,,,,,
07-Nov-2014,203.321726,951632116.0,193487484769.62,,,,,,,,,,
06-Nov-2014,203.214158,942532116.0,191535870564.73,,,,,,,,,,
05-Nov-2014,202.389904,947982116.0,191862009507.69,,,,,,,,,,
04-Nov-2014,201.175616,942532116.0,189614478870.53,,,,,,,,,,
03-Nov-2014,201.744762,938332116.0,189303589350.7,,,,,,,,,,
31-Oct-2014,201.768903,916532116.0,184927680049.62,,,,,,,,,,
30-Oct-2014,199.433717,909532116.0,181391370530.79,,,,,,,,,,
29-Oct-2014,198.188278,912932116.0,180932443822.95,,,,,,,,,,
28-Oct-2014,198.439988,912382116.0,181053095946.65,,,,,,,,,,
27-Oct-2014,196.103723,909182116.0,178293997707.43,,,,,,,,,,
24-Oct-2014,196.396277,904082116.0,177558361488.03,,,,,,,,,,
23-Oct-2014,195.022701,888932116.0,173361942682.24,,,,,,,,,,
22-Oct-2014,192.655242,876432116.0,168849241095.55,,,,,,,,,,
21-Oct-2014,194.048316,862782116.0,167421416426.67,,,,,,,,,,
20-Oct-2014,190.325776,868582116.0,165313565047.57,,,,,,,,,,
17-Oct-2014,188.601712,887332116.0,167352356003.15,,,,,,,,,,
16-Oct-2014,186.209707,897132116.0,167054708885.19,,,,,,,,,,
15-Oct-2014,186.177303,907682116.0,168989807890.99,,,,,,,,,,
14-Oct-2014,187.67684,914132116.0,171561427025.67,,,,,,,,,,
13-Oct-2014,187.380937,919482116.0,172293420197.16,,,,,,,,,,
10-Oct-2014,190.512233,907732116.0,172934072776.68,,,,,,,,,,
09-Oct-2014,192.696028,904082116.0,174213032475.1,,,,,,,,,,
08-Oct-2014,196.743492,893332116.0,175757279927.92,,,,,,,,,,
07-Oct-2014,193.307002,716082116.0,174842726098.68,,,,,,,,,,
